1500.000000000	-69.552193100
1500.020000000	-69.675368000
1500.040000000	-69.561385100
1500.060000000	-69.594345900
1500.080000000	-69.351495200
1500.100000000	-69.504175200
1500.120000000	-69.498442500
1500.140000000	-69.556402000
1500.160000000	-69.462550200
1500.180000000	-69.494156300
1500.200000000	-69.666517100
1500.220000000	-69.524170100
1500.240000000	-69.667816800
1500.260000000	-69.590412900
1500.280000000	-69.473068200
1500.300000000	-69.540394200
1500.320000000	-69.496866600
1500.340000000	-69.401010000
1500.360000000	-69.476621000
1500.380000000	-69.424888000
1500.400000000	-69.500661800
1500.420000000	-69.505469400
1500.440000000	-69.393857800
1500.460000000	-69.517266400
1500.480000000	-69.666974000
1500.500000000	-69.627600700
1500.520000000	-69.581725800
1500.540000000	-69.460951200
1500.560000000	-69.401602400
1500.580000000	-69.551308900
1500.600000000	-69.516051600
1500.620000000	-69.509628900
1500.640000000	-69.694581200
1500.660000000	-69.527014500
1500.680000000	-69.505711100
1500.700000000	-69.445138300
1500.720000000	-69.641361000
1500.740000000	-69.585424900
1500.760000000	-69.605851700
1500.780000000	-69.567015900
1500.800000000	-69.485905500
1500.820000000	-69.676064200
1500.840000000	-69.657930200
1500.860000000	-69.509825400
1500.880000000	-69.583964600
1500.900000000	-69.552207200
1500.920000000	-69.580752100
1500.940000000	-69.543821100
1500.960000000	-69.523028200
1500.980000000	-69.672254200
1501.000000000	-69.466248100
1501.020000000	-69.803674400
1501.040000000	-69.607177100
1501.060000000	-69.760600700
1501.080000000	-69.492688700
1501.100000000	-69.701672200
1501.120000000	-69.637849600
1501.140000000	-69.516389200
1501.160000000	-69.633202000
1501.180000000	-69.626096100
1501.200000000	-69.733909000
1501.220000000	-69.620067100
1501.240000000	-69.642153200
1501.260000000	-69.479397700
1501.280000000	-69.635082400
1501.300000000	-69.737524700
1501.320000000	-69.807008900
1501.340000000	-69.627138900
1501.360000000	-69.623494300
1501.380000000	-69.698470600
1501.400000000	-69.725888200
1501.420000000	-69.696441400
1501.440000000	-69.832549400
1501.460000000	-69.705419200
1501.480000000	-69.635752100
1501.500000000	-69.567549600
1501.520000000	-69.454038500
1501.540000000	-69.712519500
1501.560000000	-69.524264300
1501.580000000	-69.801576400
1501.600000000	-69.657227900
1501.620000000	-69.640208000
1501.640000000	-69.794974900
1501.660000000	-69.776438000
1501.680000000	-69.644073000
1501.700000000	-69.665949500
1501.720000000	-69.675318000
1501.740000000	-69.932857600
1501.760000000	-69.865158000
1501.780000000	-69.695993900
1501.800000000	-69.776936400
1501.820000000	-69.711238700
1501.840000000	-69.788458500
1501.860000000	-69.705001900
1501.880000000	-69.805674400
1501.900000000	-69.782493100
1501.920000000	-69.517149500
1501.940000000	-69.714415500
1501.960000000	-69.488987300
1501.980000000	-69.826601200
1502.000000000	-69.765390700
1502.020000000	-69.800354900
1502.040000000	-69.862056500
1502.060000000	-69.688470500
1502.080000000	-69.650855000
1502.100000000	-69.906459300
1502.120000000	-69.650630800
1502.140000000	-69.668424600
1502.160000000	-69.851843200
1502.180000000	-69.791685500
1502.200000000	-69.842794900
1502.220000000	-69.581987500
1502.240000000	-69.625852700
1502.260000000	-69.777205200
1502.280000000	-69.666511700
1502.300000000	-69.654739200
1502.320000000	-69.601766200
1502.340000000	-69.625678400
1502.360000000	-69.735130600
1502.380000000	-69.926822600
1502.400000000	-69.789133000
1502.420000000	-69.632690600
1502.440000000	-69.638511200
1502.460000000	-69.787917900
1502.480000000	-69.698438300
1502.500000000	-69.697046700
1502.520000000	-69.844460300
1502.540000000	-69.879958600
1502.560000000	-69.906913500
1502.580000000	-69.782874600
1502.600000000	-69.818236200
1502.620000000	-69.810506600
1502.640000000	-69.695068300
1502.660000000	-69.678897400
1502.680000000	-69.646182100
1502.700000000	-69.820979100
1502.720000000	-69.774965400
1502.740000000	-69.838998600
1502.760000000	-69.847435400
1502.780000000	-69.777512600
1502.800000000	-69.898913500
1502.820000000	-70.029415300
1502.840000000	-69.836747100
1502.860000000	-69.710435200
1502.880000000	-69.472482100
1502.900000000	-69.836286100
1502.920000000	-69.859866600
1502.940000000	-69.788815700
1502.960000000	-69.809665700
1502.980000000	-69.981589600
1503.000000000	-69.802469100
1503.020000000	-69.966301700
1503.040000000	-69.767494400
1503.060000000	-69.833227100
1503.080000000	-69.740179200
1503.100000000	-69.742228800
1503.120000000	-69.649197400
1503.140000000	-69.644010600
1503.160000000	-69.929488500
1503.180000000	-69.893794100
1503.200000000	-69.826360200
1503.220000000	-69.752449600
1503.240000000	-69.746097900
1503.260000000	-69.643389000
1503.280000000	-69.847621500
1503.300000000	-69.520437500
1503.320000000	-69.684221800
1503.340000000	-69.795867700
1503.360000000	-69.853085800
1503.380000000	-69.830746700
1503.400000000	-69.806782700
1503.420000000	-69.817365800
1503.440000000	-69.872660500
1503.460000000	-69.856449000
1503.480000000	-69.836058000
1503.500000000	-69.747517200
1503.520000000	-69.955858500
1503.540000000	-69.729692400
1503.560000000	-69.935831800
1503.580000000	-69.922696200
1503.600000000	-69.845964600
1503.620000000	-69.944889700
1503.640000000	-69.911002500
1503.660000000	-69.939317900
1503.680000000	-69.803720400
1503.700000000	-70.093706000
1503.720000000	-69.781764500
1503.740000000	-69.888427600
1503.760000000	-69.876121200
1503.780000000	-69.817044100
1503.800000000	-69.905798700
1503.820000000	-69.734770300
1503.840000000	-70.136570800
1503.860000000	-69.945370800
1503.880000000	-69.965282800
1503.900000000	-69.942585000
1503.920000000	-69.854048600
1503.940000000	-69.766760700
1503.960000000	-69.959809300
1503.980000000	-69.888288400
1504.000000000	-69.705422300
1504.020000000	-69.787392400
1504.040000000	-69.932513100
1504.060000000	-69.908696400
1504.080000000	-69.828971300
1504.100000000	-70.024826900
1504.120000000	-70.026362700
1504.140000000	-69.776495700
1504.160000000	-69.941717700
1504.180000000	-69.689294700
1504.200000000	-69.846195400
1504.220000000	-69.746278300
1504.240000000	-69.987697900
1504.260000000	-69.941980100
1504.280000000	-70.049154700
1504.300000000	-69.806127600
1504.320000000	-69.854794300
1504.340000000	-69.679847000
1504.360000000	-69.946227900
1504.380000000	-69.742504900
1504.400000000	-69.972569200
1504.420000000	-69.875327600
1504.440000000	-69.790899900
1504.460000000	-70.043499000
1504.480000000	-69.944890800
1504.500000000	-70.088653700
1504.520000000	-69.912999100
1504.540000000	-69.889555800
1504.560000000	-70.001801500
1504.580000000	-70.095012700
1504.600000000	-70.050242400
